epoch, loss, accuracy, val_loss, val_accuracy
2, 0.874845027923584, 81.29166412353516, 0.4714905917644501, 89.87177276611328
3, 0.057115618139505386, 98.20832824707031, 0.12264494597911835, 97.39567565917969
4, 0.0095016835257411, 99.73749542236328, 0.13781914114952087, 97.82210540771484
5, 0.0020549395121634007, 99.93333435058594, 0.1569909006357193, 97.9676513671875
6, 0.0005733859725296497, 99.99583435058594, 0.15776124596595764, 98.04206085205078
7, 0.0005101761198602617, 99.98333740234375, 0.1699502170085907, 98.0970458984375
8, 0.004922545049339533, 99.84584045410156, 0.15207524597644806, 98.05460357666016
9, 0.0012968953233212233, 99.95417022705078, 0.14998628199100494, 98.20137786865234
10, 0.002821721136569977, 99.89584350585938, 0.15792135894298553, 98.1512222290039
11, 0.0001774387783370912, 100.0, 0.11306913197040558, 98.51232147216797
12, 0.00010271680366713554, 99.99583435058594, 0.1300334334373474, 98.53377532958984
13, 0.0004643378488253802, 99.98750305175781, 0.13782094419002533, 98.48887634277344
14, 5.7689627283252776e-05, 100.0, 0.11697196215391159, 98.532958984375
15, 4.7424109652638435e-05, 100.0, 0.12450217455625534, 98.4993667602539
16, 1.6822548786876723e-05, 100.0, 0.140409916639328, 98.41568756103516
17, 1.2130563845857978e-05, 100.0, 0.13993868231773376, 98.45530700683594
18, 0.00013669359032064676, 100.0, 0.14364062249660492, 98.4735107421875
19, 7.266029570018873e-05, 100.0, 0.15528962016105652, 98.61219787597656
20, 4.158170486334711e-05, 100.0, 0.1594560742378235, 98.53011322021484
21, 6.099438905948773e-05, 100.0, 0.15937258303165436, 98.59037780761719
